generation,fes_mean,best_f_mean,x1_mean,x2_mean,x3_mean,x4_mean,x5_mean,x6_mean,x7_mean,x8_mean,x9_mean,x10_mean
1,30.0,124515083.91818261,26.64579016607586,2.4217749659683223,4.851647687494551,-49.58241724425686,57.84990359789733,14.92590865345488,-19.741185377485216,29.427046918632904,2.1157550229537323,-7.60101007076589
2,162.0,22516213.76299888,14.524520263691645,-31.135509705619334,8.168944059107414,31.520306324977135,2.653070012377026,18.379176000618067,2.880325558497353,-11.884032360811258,-1.341337810923309,-2.932518020628315
3,292.4,7185699.212768977,14.944908942283371,-27.673902094975215,6.566863636381617,27.684309995638586,2.7604043961479228,17.026396612744854,3.4404568384020706,-7.254812429424232,-0.7999928121320178,0.5992065242851133
4,422.2,4448518.128721414,-11.960610366701733,-8.898203322571623,-28.177098265816444,29.364797576541473,-12.072826593846528,21.971306744138804,-4.017335818401774,-2.940227487265328,1.8461778657460557,-0.7673223975315178
5,552.0,2500109.7504634946,-2.4941282395180453,6.56981134816059,29.454329625793367,13.247638616578019,-9.121119071612188,3.176430942056042,-2.051793529395568,-2.440640061470389,0.07676509227152399,-0.1401099737729003
6,581.8,1992254.708203229,-20.913751457196767,-3.564335498919661,3.960054564443226,-3.042605275859631,4.418620507454192,9.292483955101535,-1.4887136935826084,-3.0779539341242197,0.010845231873043249,0.6488737958313303
7,610.2,1392237.178933806,-5.088847066413879,-16.366451839364874,32.542107364917435,16.280409152484157,-17.579236140246252,11.530106534675985,0.9443736102606536,-2.1384671798984685,-0.5065681525593188,0.2892665445711331
8,639.8,1368158.5820839282,-4.90106831175302,-21.622122547193136,31.906877636226103,6.185775727997553,-12.703740106252678,9.436719624564706,0.7721579432665312,-1.8959849306034429,-0.06767598869338762,0.38615188644596576
9,670.2,1182579.593212064,-12.74511977239691,-4.45711447137428,32.74077070113145,6.141997585272762,-12.949209393751369,7.7317143139735665,-0.2510505306968177,-2.2471184165662392,-0.21887168778883578,0.2969482815062168
10,699.0,1026751.9835284302,-20.714448349186178,-1.3652839577310871,7.533274448435951,-3.0558386486213385,-1.7887308648183982,9.367936562948694,-0.33543757796067286,-2.002816555152781,-0.4907372481679855,0.08519724125761313
11,729.0,849919.0220532985,2.9973720715939023,-25.269851518048664,35.2731538106283,-2.2911848548055453,-3.2469407608440854,9.35109141034647,0.6471886160404929,-1.9510647427356766,-0.19605660240479963,0.026855697641242248
12,759.4,799702.13895852,2.734272745634226,-21.64680805602791,35.37065594054481,-2.8557437022839705,-2.999568358540872,8.838670020196208,0.8263584598594431,-1.9536692168094831,-0.17202691593068953,0.03737890965995222
13,789.2,795057.1474642234,-3.0362050057862433,-9.022425640205,35.371018874671925,-2.50632437191343,-12.746005733002885,9.247043222084462,0.6184166280418069,-1.8537892724918705,-0.22885854331992098,-0.11466519775159348
14,818.6,704141.2795057909,-12.249760259452318,-20.548673637816485,4.281050574533109,-2.3972758348428793,-12.325378590316907,9.144525878349123,0.8017981663257941,-1.373024277580698,0.0001466472685342576,0.03718570492390464
15,847.0,688037.2901286355,3.6752797467849505,-20.746552621734526,7.565511222936095,-2.3609184878793674,-12.394532437893165,8.660661951731,0.7784219837101392,-1.3580166097044102,-0.15344077484937158,0.08821723022376418
16,877.6,665853.4573781842,-20.86038897489354,-21.447601089255024,35.214648345931096,-2.6534880560341074,-12.442290907176462,8.621321924615412,0.46980652942679224,-1.3019264354572673,-0.24240095101253364,0.016023105324285115
17,906.8,570125.9200308105,12.992459459592222,-21.776937443559085,32.34998325673583,-2.9624086174716444,-2.69355456611941,8.39045237648128,0.4407840306402383,-1.5567395808529807,-0.14110323998732593,-0.009355293790853246
18,935.4,566980.5004710685,12.79129242249785,-25.514358854045163,35.12963769674947,-3.1637338221594815,-12.449129345620667,7.724681131059543,0.48798410920025803,-1.555490017071599,-0.06938214189866301,0.04534151050764884
19,964.4,538490.3251022629,13.55675204362868,-20.345067288615287,6.71158113908969,-2.9062162857986973,-12.246138500243756,8.191737307587683,0.31428926108524663,-1.2839389203452676,-0.09145049585108386,0.0847940153022106
20,993.0,498664.10041275003,-19.44572585682418,-16.888758377080148,35.58661880393017,-2.598365494585005,-11.649252236151558,8.859078620624251,0.5600146432530269,-1.1091926312185474,-0.19361661610456898,-0.053727853374576695
