problem,model_type,seed,sample_count,x1,x2,f_real,g_real,feasible_real
QuickSimu2,kriging,2028,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2026,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2027,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2028,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2026,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2027,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2028,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2026,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2027,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2028,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2026,1000,0.2,0.20000000000000004,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2027,1000,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2028,1000,0.2,0.20000006430820175,0.05600000192924606,5.70717559580176e-07,False
QuickSimu2,kriging,2026,1100,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2027,1100,0.2,0.20000000000000004,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2028,1100,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2026,1100,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2027,1100,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2028,1100,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2026,1100,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2027,1100,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2028,1100,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2026,1100,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2027,1100,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2028,1100,0.2,0.20000001878156703,0.056000000563447026,5.726570479695838e-07,False
QuickSimu2,kan_gp,2026,1100,0.2,0.23441984788915404,0.05703259543667463,3.5219388347587146e-07,False
QuickSimu2,kan_gp,2027,1100,0.2,0.20000586221451364,0.05600017586643542,5.730319141364248e-07,False
QuickSimu2,kan_gp,2028,1100,0.2,0.20000151316345088,0.05600004539490354,5.730154336121923e-07,False
QuickSimu2,kriging,2026,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2027,1200,0.2,0.20000000000000004,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2028,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2026,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2027,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2028,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2026,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2027,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2028,1200,0.20000000000000004,0.2,0.05600000000000002,5.632140729568762e-07,False
QuickSimu2,kan,2026,1200,0.2,0.20000003275626305,0.0560000009826879,5.721078161125359e-07,False
QuickSimu2,kan,2027,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2028,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2026,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2027,1200,0.20000000000000004,0.2,0.05600000000000002,5.632140729568762e-07,False
QuickSimu2,kan_gp,2028,1200,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2026,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2027,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2028,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2026,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2027,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2028,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2026,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2027,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2028,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2026,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2027,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2028,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2026,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2027,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2028,1300,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2026,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2027,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2028,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2026,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2027,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2028,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2026,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2027,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2028,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2026,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2027,1400,0.20000007598221503,0.2,0.05600001139733227,5.630555891402239e-07,False
QuickSimu2,kan,2028,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2026,1400,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2027,1400,0.2,0.20000006803723858,0.05600000204111717,5.707175562748095e-07,False
QuickSimu2,kan_gp,2028,1400,0.20000042722681105,0.2,0.05600006408402167,5.692272296409435e-07,False
QuickSimu2,kriging,2026,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2027,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kriging,2028,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2026,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2027,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,rbf,2028,1500,0.2,0.20000000000000004,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2026,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2027,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,polynomial,2028,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2026,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2027,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan,2028,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2026,1500,0.20000001716093885,0.2,0.05600000257414084,5.677420399013612e-07,False
QuickSimu2,kan_gp,2027,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
QuickSimu2,kan_gp,2028,1500,0.2,0.2,0.05600000000000001,5.726511139803128e-07,False
